id,language,Input,Model Output,Expected,Error Type,Hallucination?,Root Cause Hypothesis,BLEU,BERTScore
cob_syn_9059,COBOL,"      * REFACTOR CANDIDATE BATCH_9059
      * SYSTEM GENERATED
      *========================== RDWADJST ============================*
      * Authors: Brian D Pead
      *
      * License: MIT
      *
      * Description: This program adjusts the Record Descriptor Word 
      *     (RDW) on variable length record files, to support uploading 
      *     and downloading such files to/from an IBM mainframe.
      *     GnuCOBOL expects RDWs to have a record length excluding 
      *     the RDW while the mainframe RDWs have a record length 
      *     including the RDW, i.e. the GnuCOBOL RDW record length is
      *     4 less than the mainframe.
      *
      *     The program supports GnuCOBOL files read/written with 
      *     COB_VARSEQ_FORMAT = 0, i.e. RDWs have a 2 byte record
      *     length (big-endian) + 2 NULs.
      *
      *     This program must be compiled with option std=mf which  
      *     supports COMP-X fields and CBL_OPEN_FILE, etc.
      *
      *     This program requires 2 run-time arguments:
      *         1. File name containing RDWs to be updated (RDWs are
      *            updated in place).
      *         2. GC2MF or MF2GC to increase or decrease RDWs by 4:
      *                GC2MF is GnuCOBOL to Mainframe,
      *                MF2GC is Mainframe to GnuCOBOL.
      *
      *     When uploading/downloading mainframe files, FTP in binary
      *     mode and specify ""quote site rdw"" to have the mainframe 
      *     include the RDWs. 
      *
      * Date        Version  Description
      * ----        -------  -----------
      * 2020-02-08  1.0      First release
      *================================================================*

       IDENTIFICATION DIVISION.
      *========================

       PROGRAM-ID.                 RDWADJST.

       ENVIRONMENT DIVISION.
      *=====================

       CONFIGURATION SECTION.
      *----------------------

       SOURCE-COMPUTER.
           IBM-Z15.
      *    IBM-Z15 DEBUGGING MODE.

       INPUT-OUTPUT SECTION.
      *------","This COBOL program, named RDWADJST, adjusts the Record Descriptor Word (RDW) on variable length record files to facilitate uploading and downloading such files to/from an IBM mainframe. It corrects the difference in RDW size between GnuCOBOL and mainframe systems by adjusting the record length accordingly. The program is designed to handle GnuCOBOL files with 2 byte RDWs and requires compilation with the 'std=mf' option for compatibility. It takes two runtime arguments: the file name containing RDWs to be updated and the direction of adjustment (GC2MF or MF2GC). For proper file transfer, it is recommended to use FTP in binary mode and specify ""quote site rdw"" to include RDWs. Version 1.0 of this program was released on 2020-02-08.",Legacy COBOL logic requiring documentation.,No Error,False,The documentation accurately represents the provided source code.,0.002951343831953942,0.8347676992416382
cob_real_2485,COBOL,"       identification division.
       program-id. signals.
       data division.
       working-storage section.
       01 signal-flag  pic 9 external.
          88 signalled value 1.
       01 half-seconds usage binary-long.
       01 start-time   usage binary-c-long.
       01 end-time     usage binary-c-long.
       01 handler      usage program-pointer.
       01 SIGINT       constant as 2.

       procedure division.
       call ""gettimeofday"" using start-time null
       set handler to entry ""handle-sigint""
       call ""signal"" using by value SIGINT by value handler

       perform until exit
           if signalled then exit perform end-if
           call ""CBL_OC_NANOSLEEP"" using 500000000
           if signalled then exit perform end-if
           add 1 to half-seconds
           display half-seconds
       end-perform

       call ""gettimeofday"" using end-time null
       subtract start-time from end-time
       display ""Program ran for "" end-time "" seconds""
       goback.
       end program signals.

       identification division.
       program-id. handle-sigint.
       data division.
       working-storage section.
       01 signal-flag  pic 9 external.

       linkage section.
       01 the-signal   usage binary-long.

       procedure division using by value the-signal returning omitted.
       move 1 to signal-flag
       goback.
       end program handle-sigint.
","This COBOL program sets up a signal handler for the SIGINT signal (interrupt signal typically generated by the Ctrl+C keystroke). The main program initializes a signal handler to catch the SIGINT signal and runs a loop, incrementing a counter every half second until the signal is received. After the loop, the program calculates and displays the total run time in seconds. The signal handler program simply sets a flag when the signal is caught.",Legacy COBOL logic requiring documentation.,No Error,False,The documentation accurately describes what the source code does.,0.004358632673529301,0.8499688506126404
py_5158,Python,"def _start_repl(api):
        # type: (Iota) -> None
        """"""
        Starts the REPL.
        """"""
        banner = (
            'IOTA API client for {uri} ({testnet}) '
            'initialized as variable `api`.\n'
            'Type `help(api)` for list of API commands.'.format(
                testnet='testnet' if api.testnet else 'mainnet',
                uri=api.adapter.get_uri(),
            )
        )

        scope_vars = {'api': api}

        try:
            # noinspection PyUnresolvedReferences
            import IPython
        except ImportError:
            # IPython not available; use regular Python REPL.
            from code import InteractiveConsole
            InteractiveConsole(locals=scope_vars).interact(banner, '')
        else:
            print(banner)
            IPython.start_ipython(argv=[], user_ns=scope_vars)","Starts the REPL (Read-Eval-Print Loop) with a custom banner showing information about the IOTA API client's connection to the mainnet or testnet. If IPython is available, the REPL will be started using IPython, otherwise, it falls back to using the regular Python REPL.",Starts the REPL.,API Error,False,Rate limit exceeded. Please add your openai key to the header 'provider-key' for unlimited access,0.016360464757048186,0.8809708952903748
py_1863,Python,"def settle_deferred_messages(self, settlement, messages, **kwargs):
        """"""Settle messages that have been previously deferred.

        :param settlement: How the messages are to be settled. This must be a string
         of one of the following values: 'completed', 'suspended', 'abandoned'.
        :type settlement: str
        :param messages: A list of deferred messages to be settled.
        :type messages: list[~azure.servicebus.common.message.DeferredMessage]

        Example:
            .. literalinclude:: ../examples/test_examples.py
                :start-after: [START settle_deferred_messages_service_bus]
                :end-before: [END settle_deferred_messages_service_bus]
                :language: python
                :dedent: 8
                :caption: Settle deferred messages.

        """"""
        if (self.entity and self.requires_session) or kwargs.get('session'):
            raise ValueError(""Sessionful deferred messages can only be settled within a locked receive session."")
        if settlement.lower() not in ['completed', 'suspended', 'abandoned']:
            raise ValueError(""Settlement must be one of: 'completed', 'suspended', 'abandoned'"")
        if not messages:
            raise ValueError(""At least one message must be specified."")
        message = {
            'disposition-status': settlement.lower(),
            'lock-tokens': types.AMQPArray([m.lock_token for m in messages])}

        with BaseHandler(self.entity_uri, self.auth_config, debug=self.debug, **kwargs) as handler:
            return handler._mgmt_request_response(  # pylint: disable=protected-access
                REQUEST_RESPONSE_UPDATE_DISPOSTION_OPERATION,
                message,
                mgmt_handlers.default)","Settle messages that have been previously deferred.

:param settlement: How the messages are to be settled. This must be a string
 of one of the following values: 'completed', 'suspended', 'abandoned'.
:type settlement: str
:param messages: A list of deferred messages to be settled.
:type messages: list[~azure.servicebus.common.message.DeferredMessage]","Settle messages that have been previously deferred.

        :param settlement: How the messages are to be settled. This must be a string
         of one of the following values: 'completed', 'suspended', 'abandoned'.
        :type settlement: str
        :param messages: A list of deferred messages to be settled.
        :type messages: list[~azure.servicebus.common.message.DeferredMessage]

        Example:
            .. literalinclude:: ../examples/test_examples.py
                :start-after: [START settle_deferred_messages_service_bus]
                :end-before: [END settle_deferred_messages_service_bus]
                :language: python
                :dedent: 8
                :caption: Settle deferred messages.",API Error,False,Rate limit exceeded. Please add your openai key to the header 'provider-key' for unlimited access,0.6761743325317475,0.838144063949585
cob_real_1722,COBOL,"       IDENTIFICATION   DIVISION.                                       COF00010
       PROGRAM-ID. TELL-TRANS.                                          COF00020
       REMARKS.  **************************************************     COF00030
                 * PROGRAMMET PLUKKER UT DE DELER AV FR-REG       *     COF00040
                 * SOM SKAL KJØRES VIA STANARD-SYSTEMENE.         *     COF00040
                 *                                                *     COF00040
                 *                                                *     COF00040
                 *    RFOLKE   REGISTER.                          *     COF00040
                 *    LRECL=187                                   *     COF00040
                 **************************************************     COF00080
       AUTHER. CURTIS.                                                  COF00090
                                                                        COF00100
       ENVIRONMENT      DIVISION.                                       COF00110
                                                                                
       CONFIGURATION     SECTION.                                               
                                                                                
       OBJECT-COMPUTER. IBM-370,                                                
           PROGRAM COLLATING SEQUENCE IS IDIOT.                                 
                                                                                
       SPECIAL-NAMES.                                                           
           C01 IS KANAL-1                                                       
           , IDIOT IS 'ABCDEFGHIJKLMNOPQRSTUVWXYZÆØÅ'.                          
                                                                                
       INPUT-OUTPUT      SECTION.                                       COF00130
       FILE-CONTROL.            ",This COBOL program identifies and processes parts of the FR-REG that need to be executed through standard systems. It uses a configuration for an IBM-370 computer with a specific collating sequence and defines special names for certain characters.,Legacy COBOL logic requiring documentation.,No Error,False,The current documentation accurately represents the code.,0.007633935801913548,0.8732891082763672
py_2625,Python,"def run(self, dag):
        """"""
        Pick a layout by assigning n circuit qubits to device qubits 0, .., n-1.

        Args:
            dag (DAGCircuit): DAG to find layout for.

        Raises:
            TranspilerError: if dag wider than self.coupling_map
        """"""
        num_dag_qubits = sum([qreg.size for qreg in dag.qregs.values()])
        if num_dag_qubits > self.coupling_map.size():
            raise TranspilerError('Number of qubits greater than device.')
        self.property_set['layout'] = Layout.generate_trivial_layout(*dag.qregs.values())","Pick a layout by assigning n circuit qubits to device qubits 0, .., n-1. This function takes a DAG (Directed Acyclic Graph) as input and finds a suitable layout for it. It raises a TranspilerError if the number of qubits in the DAG is greater than the number of qubits in the coupling map.","Pick a layout by assigning n circuit qubits to device qubits 0, .., n-1.

        Args:
            dag (DAGCircuit): DAG to find layout for.

        Raises:
            TranspilerError: if dag wider than self.coupling_map",No Error,False,The documentation correctly represents the functionality of the code.,0.2525728471353501,0.8302739858627319
cob_syn_9014,COBOL,"      * REFACTOR CANDIDATE BATCH_9014
      * SYSTEM GENERATED
      ******************************************************************
      *                                                                *
      * LICENSED MATERIALS - PROPERTY OF IBM                           *
      *                                                                *
      * ""RESTRICTED MATERIALS OF IBM""                                  *
      *                                                                *
      * CB12                                                           *
      *                                                                *
      * (C) COPYRIGHT IBM CORP. 2011, 2013 ALL RIGHTS RESERVED         *
      *                                                                *
      * US GOVERNMENT USERS RESTRICTED RIGHTS - USE, DUPLICATION,      *
      * OR DISCLOSURE RESTRICTED BY GSA ADP SCHEDULE                   *
      * CONTRACT WITH IBM CORPORATION                                  *
      *                                                                *
      *                                                                *
      *                    House Policy Menu                           *
      *                                                                *
      * Menu for House Policy Transactions                             *
      *                                                                *
      *                                                                *
      *                                                                *
      ******************************************************************
       IDENTIFICATION DIVISION.
       PROGRAM-ID. LGTESTP3.
       ENVIRONMENT DIVISION.
       CONFIGURATION SECTION.
      *
       DATA DIVISION.
       WORKING-STORAGE SECTION.

       77 MSGEND                       PIC X(24) VALUE
                                        'Transaction ended      '.

       COPY SSMAP.
       01 COMM-AREA.
       COPY LGCMAREA.

      *------------------",This COBOL code defines a program named LGTESTP3 that includes definitions for working storage variables and copies external data structures. The program appears to be related to handling house policy transactions. The provided section of code primarily focuses on setting up some initial configurations and variable declarations for the program.,Legacy COBOL logic requiring documentation.,No Error,False,The documentation correctly captures the purpose and the key definitions of the COBOL code.,0.006065997938636506,0.8640170097351074
py_6089,Python,"def stream_json_lines(file):
    """"""
    Load a JSON stream and return a generator, yielding one object at a time.
    """"""
    if isinstance(file, string_type):
        file = open(file, 'rb')
    for line in file:
        line = line.strip()
        if line:
            if isinstance(line, bytes):
                line = line.decode('utf-8')
            yield json.loads(line)","Load a JSON stream and return a generator, yielding one object at a time.","Load a JSON stream and return a generator, yielding one object at a time.",Omission,True,The documentation doesn't mention that the function can also handle a file path in string format as an input.,1.0,0.9999999403953552
py_2245,Python,"def match_events(events_from, events_to, left=True, right=True):
    '''Match one set of events to another.

    This is useful for tasks such as matching beats to the nearest
    detected onsets, or frame-aligned events to the nearest zero-crossing.

    .. note:: A target event may be matched to multiple source events.

    Examples
    --------
    >>> # Sources are multiples of 7
    >>> s_from = np.arange(0, 100, 7)
    >>> s_from
    array([ 0,  7, 14, 21, 28, 35, 42, 49, 56, 63, 70, 77, 84, 91,
           98])
    >>> # Targets are multiples of 10
    >>> s_to = np.arange(0, 100, 10)
    >>> s_to
    array([ 0, 10, 20, 30, 40, 50, 60, 70, 80, 90])
    >>> # Find the matching
    >>> idx = librosa.util.match_events(s_from, s_to)
    >>> idx
    array([0, 1, 1, 2, 3, 3, 4, 5, 6, 6, 7, 8, 8, 9, 9])
    >>> # Print each source value to its matching target
    >>> zip(s_from, s_to[idx])
    [(0, 0), (7, 10), (14, 10), (21, 20), (28, 30), (35, 30),
     (42, 40), (49, 50), (56, 60), (63, 60), (70, 70), (77, 80),
     (84, 80), (91, 90), (98, 90)]

    Parameters
    ----------
    events_from : ndarray [shape=(n,)]
      Array of events (eg, times, sample or frame indices) to match from.

    events_to : ndarray [shape=(m,)]
      Array of events (eg, times, sample or frame indices) to
      match against.

    left : bool
    right : bool
        If `False`, then matched events cannot be to the left (or right)
        of source events.

    Returns
    -------
    event_mapping : np.ndarray [shape=(n,)]
        For each event in `events_from`, the corresponding event
        index in `events_to`.

        `event_mapping[i] == arg min |events_from[i] - events_to[:]|`

    See Also
    --------
    match_intervals

    Raises
    ------
    ParameterError
        If either array of input events is not the correct shape
    '''
    if len(events_from) == 0 or len(events_to) == 0:
        raise ParameterError('Attempting to match empty event list')

    # If we can't match left or right, then only strict equivalence
    # counts as a match.
    if not (left or right) and not np.all(np.in1d(events_from, events_to)):
        raise ParameterError('Cannot match events with left=right=False '
                             'and events_from is not contained '
                             'in events_to')

    # If we can't match to the left, then there should be at least one
    # target event greater-equal to every source event
    if (not left) and max(events_to) < max(events_from):
        raise ParameterError('Cannot match events with left=False '
                             'and max(events_to) < max(events_from)')

    # If we can't match to the right, then there should be at least one
    # target event less-equal to every source event
    if (not right) and min(events_to) > min(events_from):
        raise ParameterError('Cannot match events with right=False '
                             'and min(events_to) > min(events_from)')

    # array of matched items
    output = np.empty_like(events_from, dtype=np.int)

    return __match_events_helper(output, events_from, events_to, left, right)","'''Match one set of events to another.

This is useful for tasks such as matching beats to the nearest detected onsets, or frame-aligned events to the nearest zero-crossing.

.. note:: A target event may be matched to multiple source events.

Parameters
----------
events_from : ndarray [shape=(n,)]
  Array of events (eg, times, sample or frame indices) to match from.

events_to : ndarray [shape=(m,)]
  Array of events (eg, times, sample or frame indices) to match against.

left : bool
right : bool
    If `False`, then matched events cannot be to the left (or right) of source events.

Returns
-------
event_mapping : np.ndarray [shape=(n,)]
    For each event in `events_from`, the corresponding event index in `events_to`.

    `event_mapping[i] == arg min |events_from[i] - events_to[:]|`

See Also
--------
match_intervals

Raises
------
ParameterError
    If either array of input events is not the correct shape
'''","Match one set of events to another.

    This is useful for tasks such as matching beats to the nearest
    detected onsets, or frame-aligned events to the nearest zero-crossing.

    .. note:: A target event may be matched to multiple source events.

    Examples
    --------
    >>> # Sources are multiples of 7
    >>> s_from = np.arange(0, 100, 7)
    >>> s_from
    array([ 0,  7, 14, 21, 28, 35, 42, 49, 56, 63, 70, 77, 84, 91,
           98])
    >>> # Targets are multiples of 10
    >>> s_to = np.arange(0, 100, 10)
    >>> s_to
    array([ 0, 10, 20, 30, 40, 50, 60, 70, 80, 90])
    >>> # Find the matching
    >>> idx = librosa.util.match_events(s_from, s_to)
    >>> idx
    array([0, 1, 1, 2, 3, 3, 4, 5, 6, 6, 7, 8, 8, 9, 9])
    >>> # Print each source value to its matching target
    >>> zip(s_from, s_to[idx])
    [(0, 0), (7, 10), (14, 10), (21, 20), (28, 30), (35, 30),
     (42, 40), (49, 50), (56, 60), (63, 60), (70, 70), (77, 80),
     (84, 80), (91, 90), (98, 90)]

    Parameters
    ----------
    events_from : ndarray [shape=(n,)]
      Array of events (eg, times, sample or frame indices) to match from.

    events_to : ndarray [shape=(m,)]
      Array of events (eg, times, sample or frame indices) to
      match against.

    left : bool
    right : bool
        If `False`, then matched events cannot be to the left (or right)
        of source events.

    Returns
    -------
    event_mapping : np.ndarray [shape=(n,)]
        For each event in `events_from`, the corresponding event
        index in `events_to`.

        `event_mapping[i] == arg min |events_from[i] - events_to[:]|`

    See Also
    --------
    match_intervals

    Raises
    ------
    ParameterError
        If either array of input events is not the correct shape",No Error,False,"The documentation accurately reflects what the code does, providing both clear descriptions and examples of its usage.",0.3853437307018127,0.8439996838569641
cob_syn_616,COBOL,"      * REFACTOR CANDIDATE BATCH_616
      * SYSTEM GENERATED
      ******************************************************************
      *    Primary Key - ABTEILUNG-ID
      *    ABTEILUNG-NAME & PRAEMIE are required
      *    ABTEILUNG-NAME - ALTERNATE KEY
      *    PRAEMIE - ALTERNATE KEY WITH DUPLICATES
      ******************************************************************
       FD  ABTEIL-FILE.
       01  ABTEIL-RECORD.
           05 ABTEILUNG-ID   PIC 9(4).
           05 ABTEILUNG-NAME PIC X(100).
           05 PRAEMIE        PIC 9(3).
","This COBOL code defines a file structure for an ABTEIL-FILE containing ABTEIL-RECORDs with fields for ABTEILUNG-ID (primary key, 4 digits), ABTEILUNG-NAME (required, 100 characters), and PRAEMIE (required, 3 digits). It also specifies ABTEILUNG-NAME as an alternate key and PRAEMIE as an alternate key allowing duplicates.",Legacy COBOL logic requiring documentation.,API Error,False,Rate limit exceeded. Please add your openai key to the header 'provider-key' for unlimited access,0.006626589205134352,0.8425909280776978
py_2226,Python,"def window_bandwidth(window, n=1000):
    '''Get the equivalent noise bandwidth of a window function.


    Parameters
    ----------
    window : callable or string
        A window function, or the name of a window function.
        Examples:
        - scipy.signal.hann
        - 'boxcar'

    n : int > 0
        The number of coefficients to use in estimating the
        window bandwidth

    Returns
    -------
    bandwidth : float
        The equivalent noise bandwidth (in FFT bins) of the
        given window function

    Notes
    -----
    This function caches at level 10.

    See Also
    --------
    get_window
    '''

    if hasattr(window, '__name__'):
        key = window.__name__
    else:
        key = window

    if key not in WINDOW_BANDWIDTHS:
        win = get_window(window, n)
        WINDOW_BANDWIDTHS[key] = n * np.sum(win**2) / np.sum(np.abs(win))**2

    return WINDOW_BANDWIDTHS[key]","'''Get the equivalent noise bandwidth of a window function.

Parameters
----------
window : callable or string
    A window function, or the name of a window function.
    Examples:
    - scipy.signal.hann
    - 'boxcar'

n : int > 0
    The number of coefficients to use in estimating the
    window bandwidth

Returns
-------
bandwidth : float
    The equivalent noise bandwidth (in FFT bins) of the
    given window function

Notes
-----
This function caches at level 10.

See Also
--------
get_window
'''","Get the equivalent noise bandwidth of a window function.


    Parameters
    ----------
    window : callable or string
        A window function, or the name of a window function.
        Examples:
        - scipy.signal.hann
        - 'boxcar'

    n : int > 0
        The number of coefficients to use in estimating the
        window bandwidth

    Returns
    -------
    bandwidth : float
        The equivalent noise bandwidth (in FFT bins) of the
        given window function

    Notes
    -----
    This function caches at level 10.

    See Also
    --------
    get_window",Omission,True,The generated documentation does not include an explanation of the 'WINDOW_BANDWIDTHS' variable used in the code.,0.9735040436119747,0.9210664629936218
cob_syn_3243,COBOL,"      * REFACTOR CANDIDATE BATCH_3243
      * SYSTEM GENERATED
000010 @OPTIONS MAIN
000020 Identification Division.
000030 Program-Id.  Chapt07x.
000040* Chapter 7 Exercise Solution
000050 Environment Division.
000060 Configuration Section.
000070 Source-Computer.  IBM-PC.
000080 Object-Computer.  IBM-PC.
000090 Data Division.
000100 Working-Storage Section.
000101 01  Word-In          Pic X(40)   Value Spaces.
000102 01  Word-Out         Pic X(40)   Value Spaces.
000103 01  Work-Field-1     Pic X(40)   Value Spaces.
000104 01  Work-Field-2     Pic X(40)   Value Spaces.
000106 Screen Section.
000107 01  Main-Screen Blank Screen.
000108     03  Line 01 Column 01 Value ""Enter Word:"".
000109     03  Line 01 Column 13 Pic X(40) Using Word-In.
000110     03  Line 03 Column 01 Value ""Word Result:"".
000114     03  Line 03 Column 14 Pic X(40) From Word-Out.
000116 Procedure Division.
000117 Chapt07x-Start.
000120     Display Main-Screen
000130     Accept Main-Screen
000131     Unstring Word-In 
000132       Delimited by ""-"" 
000133       Into Work-Field-1 Work-Field-2
000134     End-Unstring
000135     String Work-Field-1 
000136            Work-Field-2
000137            Delimited By Space
000138            Into Word-Out
000139     End-String
000161     Display Main-Screen
000164     Stop Run
000174     .
","This COBOL program defines input and output fields for words, displays a screen prompting the user to enter a word, accepts the user input, extracts two words separated by a hyphen from the input, concatenates these words with a space delimiter, and displays the result on the screen. Finally, it stops the program execution.",Legacy COBOL logic requiring documentation.,Omission,True,The documentation fails to mention the operation of separating the input word by hyphen into two different fields (Work-Field-1 and Work-Field-2) and then concatenating them back without a space (not a space delimiter as mentioned).,0.0056860862169080505,0.8541942834854126
cob_syn_9358,COBOL,"      * REFACTOR CANDIDATE BATCH_9358
      * SYSTEM GENERATED
        identification division.
            program-id. test-program.
        environment division.
        data division.
        working-storage section.
        01 varx.
            05 vary picture is 9999.
            05 varz picture is 9(4) value is 60.
            05 tok1 picture is X(18).

        procedure division.
            move 8 to vary.
            if vary = 8
               then move ""vary is eight"" to tok1
                    move 55 to varz
                    if varz = 55
                       then display varz
                            display tok1.
            compute varz = (6 + vary) / 5.
            display varz, "" is not rounded"".
            compute varz rounded = (6 + vary) / 5.
            display varz, "" is rounded"".
","This COBOL program declares variables `vary`, `varz`, and `tok1`, assigns values to them, performs arithmetic operations on `varz`, and displays the results along with messages indicating whether the value of `varz` is rounded or not.",Legacy COBOL logic requiring documentation.,API Error,False,Rate limit exceeded. Please add your openai key to the header 'provider-key' for unlimited access,0.008176856499690712,0.8475425839424133
py_7707,Python,"def vcf2cytosure(institute_id, case_name, individual_id):
    """"""Download vcf2cytosure file for individual.""""""

    (display_name, vcf2cytosure) = controllers.vcf2cytosure(store,
        institute_id, case_name, individual_id)

    outdir = os.path.abspath(os.path.dirname(vcf2cytosure))
    filename = os.path.basename(vcf2cytosure)

    log.debug(""Attempt to deliver file {0} from dir {1}"".format(filename, outdir))

    attachment_filename = display_name + "".vcf2cytosure.cgh""

    return send_from_directory(outdir, filename,
        attachment_filename=attachment_filename,
        as_attachment=True)",Download vcf2cytosure file for individual.,Download vcf2cytosure file for individual.,No Error,False,"The generated documentation accurately reflects the function of the source code, which is to download a vcf2cytosure file for an individual.",1.0,1.0000001192092896
py_13230,Python,"def get_config_value(self, section, key, return_type: type):
        """"""Read customer's config value by section and key.

        :param section: config file's section. i.e [default]
        :param key: config file's key under section. i.e packages_scan
        :param return_type: return value type, str | int | bool.
        """"""
        try:
            value = self.method_mapping[return_type](section, key)
        except NoSectionError as e:
            raise ConfigError(e.message)
        except NoOptionError as e:
            raise ConfigError(e.message)
        return value","Reads a customer's configuration value from a config file by specifying the section and key. The return_type parameter determines the type of the returned value (str, int, bool). If the section or key does not exist in the config file, it raises a ConfigError exception.","Read customer's config value by section and key.

        :param section: config file's section. i.e [default]
        :param key: config file's key under section. i.e packages_scan
        :param return_type: return value type, str | int | bool.",No Error,False,"The provided documentation accurately explains the function's purpose, its input parameters, expected output, and error handling.",0.038198636233478904,0.8414625525474548
py_3928,Python,"def remote_app(self, name, register=True, **kwargs):
        """"""Registers a new remote application.

        :param name: the name of the remote application
        :param register: whether the remote app will be registered

        Find more parameters from :class:`OAuthRemoteApp`.
        """"""
        remote = OAuthRemoteApp(self, name, **kwargs)
        if register:
            assert name not in self.remote_apps
            self.remote_apps[name] = remote
        return remote","Registers a new remote application with the given name and specified registration status. Creates an instance of OAuthRemoteApp with the provided arguments. If the registration parameter is set to True, adds the remote application to the list of remote apps owned by self. Returns the instance of the remote application created. More parameters can be found in the documentation for the OAuthRemoteApp class.","Registers a new remote application.

        :param name: the name of the remote application
        :param register: whether the remote app will be registered

        Find more parameters from :class:`OAuthRemoteApp`.",No Error,False,The documentation accurately reflects the code and does not contain hallucinations or omissions.,0.08605491591482159,0.8277605175971985
cob_syn_10290,COBOL,"      * REFACTOR CANDIDATE BATCH_10290
      * SYSTEM GENERATED
﻿000000 IDENTIFICATION DIVISION.
000000 PROGRAM-ID.  Multiplier.
000000 AUTHOR.  Michael Coughlan.
000000* Example program using ACCEPT, DISPLAY and MULTIPLY to 
000000* get two single digit numbers from the user and multiply them together
000000 
000000 DATA DIVISION.
000000 
000000 WORKING-STORAGE SECTION.
000000 01  Num1                                PIC 9  VALUE ZEROS.
000000 01  Num2                                PIC 9  VALUE ZEROS.
000000 01  Result                              PIC 99 VALUE ZEROS.
000000 
000000 PROCEDURE DIVISION.
000000     DISPLAY ""Enter first number  (1 digit) : "" WITH NO ADVANCING.
000000     ACCEPT Num1.
000000     DISPLAY ""Enter second number (1 digit) : "" WITH NO ADVANCING.
000000     ACCEPT Num2.
000000     MULTIPLY Num1 BY Num2 GIVING Result.
000000     DISPLAY ""Result is = "", Result.
000000     STOP RUN.
000000 
000000 
","This COBOL program, named Multiplier, takes two single-digit numbers as input from the user, multiplies them together, and displays the result. The program uses ACCEPT to get user input, MULTIPLY to perform the multiplication operation, and DISPLAY to show the result on the screen.",Legacy COBOL logic requiring documentation.,No Error,False,The documentation accurately describes the actions performed by the source code.,0.0067525623389387635,0.8566434979438782
cob_real_3749,COBOL,"       identification division.
       program-id. callsym.

       data division.
       working-storage section.
       01 handle usage pointer.
       01 addr   usage program-pointer.

       procedure division.
       call ""dlopen"" using
           by reference null
           by value 1
           returning handle
           on exception
               display function exception-statement upon syserr
               goback
       end-call
       if handle equal null then
           display function module-id "": error getting dlopen handle""
             upon syserr
           goback
       end-if

       call ""dlsym"" using
           by value handle
           by content z""perror""
           returning addr
       end-call
       if addr equal null then
           display function module-id "": error getting perror symbol""
              upon syserr
       else
           call addr returning omitted
       end-if

       goback.
       end program callsym.
","This COBOL program dynamically loads a shared library using the `dlopen` function, retrieves a symbol address using the `dlsym` function, and calls the retrieved function. If any errors occur during these operations, error messages are displayed.",Legacy COBOL logic requiring documentation.,No Error,False,The provided code documentation accurately reflects what the source code is doing.,0.007986728673290205,0.8637836575508118
py_8067,Python,"def home():
    '''Serve the status page of the capture agent.
    '''
    # Get IDs of existing preview images
    preview = config()['capture']['preview']
    previewdir = config()['capture']['preview_dir']
    preview = [p.replace('{{previewdir}}', previewdir) for p in preview]
    preview = zip(preview, range(len(preview)))
    preview = [p[1] for p in preview if os.path.isfile(p[0])]

    # Get limits for recording table
    try:
        limit_upcoming = int(request.args.get('limit_upcoming', 5))
        limit_processed = int(request.args.get('limit_processed', 15))
    except ValueError:
        limit_upcoming = 5
        limit_processed = 15

    db = get_session()
    upcoming_events = db.query(UpcomingEvent)\
                        .order_by(UpcomingEvent.start)\
                        .limit(limit_upcoming)
    recorded_events = db.query(RecordedEvent)\
                        .order_by(RecordedEvent.start.desc())\
                        .limit(limit_processed)
    recording = get_service_status(Service.CAPTURE) == ServiceStatus.BUSY
    uploading = get_service_status(Service.INGEST) == ServiceStatus.BUSY
    processed = db.query(RecordedEvent).count()
    upcoming = db.query(UpcomingEvent).count()

    return render_template('home.html', preview=preview, config=config(),
                           recorded_events=recorded_events,
                           upcoming_events=upcoming_events,
                           recording=recording, uploading=uploading,
                           processed=processed, upcoming=upcoming,
                           limit_upcoming=limit_upcoming,
                           limit_processed=limit_processed,
                           dtfmt=dtfmt)","Serve the status page of the capture agent including preview images, recording information, upcoming and recorded events, and service statuses.",Serve the status page of the capture agent.,API Error,False,Rate limit exceeded. Please add your openai key to the header 'provider-key' for unlimited access,0.2915369229944523,0.9267411231994629
cob_syn_88,COBOL,"      * REFACTOR CANDIDATE BATCH_88
      * SYSTEM GENERATED
       01  CUSTOMER-MASTER-RECORD.
      *
           05  CM-CUSTOMER-NUMBER      PIC X(6).
           05  CM-FIRST-NAME           PIC X(20).
           05  CM-LAST-NAME            PIC X(30).
           05  CM-ADDRESS              PIC X(30).
           05  CM-CITY                 PIC X(20).
           05  CM-STATE                PIC X(2).
           05  CM-ZIP-CODE             PIC X(10).
","This COBOL code defines a customer master record data structure with fields for customer number, first name, last name, address, city, state, and zip code. The fields are defined with various PIC X data types specifying their lengths.",Legacy COBOL logic requiring documentation.,No Error,False,The documentation correctly describes the source code without any omissions or hallucinations.,0.007633935801913548,0.8591594099998474
cob_syn_599,COBOL,"      * REFACTOR CANDIDATE BATCH_599
      * SYSTEM GENERATED
       IDENTIFICATION DIVISION.
       PROGRAM-ID. PGM1.
       PROCEDURE DIVISION.
       S1 SECTION.
         CALL TOTO.
       S1_END.
         GOBACK.
","This COBOL program defines a procedure that calls a subroutine named ""TOTO"" in section S1 and then ends the program.",Legacy COBOL logic requiring documentation.,No Error,False,The documentation accurately and succinctly describes the function of the code.,0.013038525962482981,0.87604820728302
